"drug","uM","time","mean","time2","sd"
"AS1842856","3.3",0,0,-25.6855191256831,NA
"AS1842856","3.3",0.003278689,0.0028,-25.6822404366831,NA
"AS1842856","3.3",0.023224044,-0.0036,-25.6622950816831,NA
"AS1842856","3.3",0.03989071,-0.0058,-25.6456284156831,NA
"AS1842856","3.3",0.056557377,-0.0093,-25.6289617486831,NA
"AS1842856","3.3",0.073224044,-0.0123,-25.6122950816831,NA
"AS1842856","3.3",0.08989071,-0.0134,-25.5956284156831,NA
"AS1842856","3.3",0.106557377,-0.0178,-25.5789617486831,NA
"AS1842856","3.3",0.123224044,-0.0196,-25.5622950816831,NA
"AS1842856","3.3",0.13989071,-0.0209,-25.5456284156831,NA
"AS1842856","3.3",0.156557377,-0.0228,-25.5289617486831,NA
"AS1842856","3.3",0.173224044,-0.0242,-25.5122950816831,NA
"AS1842856","3.3",1.372404372,0.0026,-24.3131147536831,NA
"AS1842856","3.3",1.539071038,0.0023,-24.1464480876831,NA
"AS1842856","3.3",1.705737705,0.0015,-23.9797814206831,NA
"AS1842856","3.3",1.872404372,0.0016,-23.8131147536831,NA
"AS1842856","3.3",2.039071038,0.0034,-23.6464480876831,NA
"AS1842856","3.3",2.205737705,0.0022,-23.4797814206831,NA
"AS1842856","3.3",2.372404372,0.0027,-23.3131147536831,NA
"AS1842856","3.3",2.539071038,0.0022,-23.1464480876831,NA
"AS1842856","3.3",2.705737705,0.002,-22.9797814206831,NA
"AS1842856","3.3",2.872404372,0.002,-22.8131147536831,NA
"AS1842856","3.3",3.039071038,0.002,-22.6464480876831,NA
"AS1842856","3.3",3.205737705,0.003,-22.4797814206831,NA
"AS1842856","3.3",3.372404372,0.002,-22.3131147536831,NA
"AS1842856","3.3",3.539071038,0.0023,-22.1464480876831,NA
"AS1842856","3.3",3.705737705,0.0018,-21.9797814206831,NA
"AS1842856","3.3",3.872404372,0.0044,-21.8131147536831,NA
"AS1842856","3.3",4.039071038,0.0042,-21.6464480876831,NA
"AS1842856","3.3",4.205737705,0.0044,-21.4797814206831,NA
"AS1842856","3.3",4.372404372,0.0054,-21.3131147536831,NA
"AS1842856","3.3",4.539071038,0.0051,-21.1464480876831,NA
"AS1842856","3.3",4.705737705,0.005,-20.9797814206831,NA
"AS1842856","3.3",4.872131148,0.0042,-20.8133879776831,NA
"AS1842856","3.3",5.038797814,0.0015,-20.6467213116831,NA
"AS1842856","3.3",5.205464481,0.0036,-20.4800546446831,NA
"AS1842856","3.3",5.372131148,0.0051,-20.3133879776831,NA
"AS1842856","3.3",5.538797814,0.0041,-20.1467213116831,NA
"AS1842856","3.3",5.705464481,0.0013,-19.9800546446831,NA
"AS1842856","3.3",5.872131148,0.0014,-19.8133879776831,NA
"AS1842856","3.3",6.038797814,-0.0015,-19.6467213116831,NA
"AS1842856","3.3",6.205464481,-0.0015,-19.4800546446831,NA
"AS1842856","3.3",6.372131148,-0.003,-19.3133879776831,NA
"AS1842856","3.3",6.538797814,-0.0011,-19.1467213116831,NA
"AS1842856","3.3",6.705464481,2e-04,-18.9800546446831,NA
"AS1842856","3.3",6.872131148,7e-04,-18.8133879776831,NA
"AS1842856","3.3",7.038797814,1e-04,-18.6467213116831,NA
"AS1842856","3.3",7.205464481,0.0027,-18.4800546446831,NA
"AS1842856","3.3",7.372131148,0.0026,-18.3133879776831,NA
"AS1842856","3.3",7.538797814,0.0043,-18.1467213116831,NA
"AS1842856","3.3",7.705464481,0.0047,-17.9800546446831,NA
"AS1842856","3.3",7.872131148,0.0062,-17.8133879776831,NA
"AS1842856","3.3",8.038797814,0.0077,-17.6467213116831,NA
"AS1842856","3.3",8.205464481,0.0097,-17.4800546446831,NA
"AS1842856","3.3",8.372131148,0.0107,-17.3133879776831,NA
"AS1842856","3.3",8.538797814,0.0111,-17.1467213116831,NA
"AS1842856","3.3",8.705464481,0.0119,-16.9800546446831,NA
"AS1842856","3.3",8.872131148,0.0149,-16.8133879776831,NA
"AS1842856","3.3",9.038797814,0.0172,-16.6467213116831,NA
"AS1842856","3.3",9.205464481,0.0191,-16.4800546446831,NA
"AS1842856","3.3",9.372131148,0.0211,-16.3133879776831,NA
"AS1842856","3.3",9.538797814,0.0252,-16.1467213116831,NA
"AS1842856","3.3",9.705464481,0.0262,-15.9800546446831,NA
"AS1842856","3.3",9.872131148,0.0279,-15.8133879776831,NA
"AS1842856","3.3",10.038797814,0.031,-15.6467213116831,NA
"AS1842856","3.3",10.205464481,0.0329,-15.4800546446831,NA
"AS1842856","3.3",10.372131148,0.0345,-15.3133879776831,NA
"AS1842856","3.3",10.538797814,0.0363,-15.1467213116831,NA
"AS1842856","3.3",10.705464481,0.0386,-14.9800546446831,NA
"AS1842856","3.3",10.872131148,0.0412,-14.8133879776831,NA
"AS1842856","3.3",11.038797814,0.044,-14.6467213116831,NA
"AS1842856","3.3",11.205464481,0.0464,-14.4800546446831,NA
"AS1842856","3.3",11.372131148,0.0499,-14.3133879776831,NA
"AS1842856","3.3",11.538797814,0.0525,-14.1467213116831,NA
"AS1842856","3.3",11.705464481,0.0509,-13.9800546446831,NA
"AS1842856","3.3",11.872131148,0.0536,-13.8133879776831,NA
"AS1842856","3.3",12.038797814,0.0583,-13.6467213116831,NA
"AS1842856","3.3",12.205464481,0.0623,-13.4800546446831,NA
"AS1842856","3.3",12.372131148,0.0658,-13.3133879776831,NA
"AS1842856","3.3",12.538797814,0.0687,-13.1467213116831,NA
"AS1842856","3.3",12.705464481,0.0716,-12.9800546446831,NA
"AS1842856","3.3",12.872131148,0.0741,-12.8133879776831,NA
"AS1842856","3.3",13.038797814,0.0779,-12.6467213116831,NA
"AS1842856","3.3",13.205464481,0.0812,-12.4800546446831,NA
"AS1842856","3.3",13.372131148,0.0836,-12.3133879776831,NA
"AS1842856","3.3",13.538797814,0.0879,-12.1467213116831,NA
"AS1842856","3.3",13.705464481,0.091,-11.9800546446831,NA
"AS1842856","3.3",13.872131148,0.0932,-11.8133879776831,NA
"AS1842856","3.3",14.038797814,0.096,-11.6467213116831,NA
"AS1842856","3.3",14.205464481,0.1007,-11.4800546446831,NA
"AS1842856","3.3",14.372131148,0.1009,-11.3133879776831,NA
"AS1842856","3.3",14.538797814,0.1047,-11.1467213116831,NA
"AS1842856","3.3",14.705464481,0.1051,-10.9800546446831,NA
"AS1842856","3.3",14.872131148,0.1097,-10.8133879776831,NA
"AS1842856","3.3",15.038797814,0.1122,-10.6467213116831,NA
"AS1842856","3.3",15.205464481,0.1154,-10.4800546446831,NA
"AS1842856","3.3",15.372131148,0.1179,-10.3133879776831,NA
"AS1842856","3.3",15.538797814,0.1204,-10.1467213116831,NA
"AS1842856","3.3",15.705464481,0.123,-9.98005464468306,NA
"AS1842856","3.3",15.872131148,0.1258,-9.81338797768306,NA
"AS1842856","3.3",16.038797814,0.1275,-9.64672131168306,NA
"AS1842856","3.3",16.205464481,0.1302,-9.48005464468306,NA
"AS1842856","3.3",16.372131148,0.1301,-9.31338797768306,NA
"AS1842856","3.3",16.538797814,0.1338,-9.14672131168306,NA
"AS1842856","3.3",16.705464481,0.1347,-8.98005464468306,NA
"AS1842856","3.3",16.872131148,0.1373,-8.81338797768306,NA
"AS1842856","3.3",17.038797814,0.1404,-8.64672131168306,NA
"AS1842856","3.3",17.205464481,0.1451,-8.48005464468306,NA
"AS1842856","3.3",17.372131148,0.1489,-8.31338797768306,NA
"AS1842856","3.3",17.538797814,0.1524,-8.14672131168306,NA
"AS1842856","3.3",17.705464481,0.1552,-7.98005464468306,NA
"AS1842856","3.3",17.872131148,0.1595,-7.81338797768306,NA
"AS1842856","3.3",18.038797814,0.1625,-7.64672131168306,NA
"AS1842856","3.3",18.205464481,0.1662,-7.48005464468306,NA
"AS1842856","3.3",18.372131148,0.1689,-7.31338797768306,NA
"AS1842856","3.3",18.538797814,0.1719,-7.14672131168306,NA
"AS1842856","3.3",18.705464481,0.1763,-6.98005464468306,NA
"AS1842856","3.3",18.872131148,0.1779,-6.81338797768306,NA
"AS1842856","3.3",19.038797814,0.184,-6.64672131168306,NA
"AS1842856","3.3",19.205464481,0.1874,-6.48005464468306,NA
"AS1842856","3.3",19.372131148,0.1913,-6.31338797768306,NA
"AS1842856","3.3",19.538797814,0.1955,-6.14672131168306,NA
"AS1842856","3.3",19.705464481,0.1973,-5.98005464468306,NA
"AS1842856","3.3",19.872131148,0.2031,-5.81338797768306,NA
"AS1842856","3.3",20.038797814,0.2059,-5.64672131168306,NA
"AS1842856","3.3",20.205464481,0.2106,-5.48005464468306,NA
"AS1842856","3.3",20.372131148,0.2173,-5.31338797768306,NA
"AS1842856","3.3",20.538797814,0.2206,-5.14672131168306,NA
"AS1842856","3.3",20.705464481,0.2272,-4.98005464468306,NA
"AS1842856","3.3",20.872131148,0.2304,-4.81338797768306,NA
"AS1842856","3.3",21.038797814,0.2354,-4.64672131168306,NA
"AS1842856","3.3",21.205464481,0.2402,-4.48005464468306,NA
"AS1842856","3.3",21.372131148,0.2416,-4.31338797768306,NA
"AS1842856","3.3",21.538797814,0.2476,-4.14672131168306,NA
"AS1842856","3.3",21.705464481,0.2537,-3.98005464468306,NA
"AS1842856","3.3",21.872131148,0.2597,-3.81338797768306,NA
"AS1842856","3.3",22.038797814,0.2645,-3.64672131168306,NA
"AS1842856","3.3",22.205464481,0.2737,-3.48005464468306,NA
"AS1842856","3.3",22.372131148,0.2795,-3.31338797768306,NA
"AS1842856","3.3",22.538797814,0.2831,-3.14672131168306,NA
"AS1842856","3.3",22.705464481,0.2898,-2.98005464468306,NA
"AS1842856","3.3",22.872404372,0.2949,-2.81311475368306,NA
"AS1842856","3.3",23.039071038,0.3,-2.64644808768306,NA
"AS1842856","3.3",23.205737705,0.3033,-2.47978142068306,NA
"AS1842856","3.3",23.372404372,0.3124,-2.31311475368306,NA
"AS1842856","3.3",23.539071038,0.3152,-2.14644808768306,NA
"AS1842856","3.3",23.705737705,0.3194,-1.97978142068306,NA
"AS1842856","3.3",23.872404372,0.3244,-1.81311475368306,NA
"AS1842856","3.3",24.039071038,0.3291,-1.64644808768306,NA
"AS1842856","3.3",24.205737705,0.3343,-1.47978142068306,NA
"AS1842856","3.3",24.372404372,0.3366,-1.31311475368306,NA
"AS1842856","3.3",24.539071038,0.3449,-1.14644808768306,NA
"AS1842856","3.3",24.705737705,0.3492,-0.979781420683061,NA
"AS1842856","3.3",24.872404372,0.3549,-0.813114753683063,NA
"AS1842856","3.3",25.039071038,0.3645,-0.646448087683062,NA
"AS1842856","3.3",25.203278689,0.3657,-0.48224043668306,NA
"AS1842856","3.3",25.369945355,0.3736,-0.315573770683063,NA
"AS1842856","3.3",25.56147541,0.4283,-0.124043715683062,NA
"AS1842856","3.3",25.571311475,0.4135,-0.11420765068306,NA
"AS1842856","3.3",25.587978142,0.4156,-0.0975409836830607,NA
"AS1842856","3.3",25.60273224,0.4925,-0.0827868856830598,NA
"AS1842856","3.3",25.619398907,0.4736,-0.0661202186830607,NA
"AS1842856","3.3",25.636065574,0.4756,-0.0494535516830616,NA
"AS1842856","3.3",25.65273224,0.4728,-0.0327868856830626,NA
"AS1842856","3.3",25.669398907,0.4696,-0.01612021868306,NA
"AS1842856","3.3",25.685519126,0.474,3.16937587285793e-10,NA
"AS1842856","3.3",25.701639344,0.4757,0.0161202183169387,NA
"AS1842856","3.3",25.718306011,0.48,0.0327868853169377,NA
"AS1842856","3.3",25.734972678,0.4843,0.0494535523169368,NA
"AS1842856","3.3",25.751639344,0.4459,0.0661202183169394,NA
"AS1842856","3.3",25.768306011,0.4587,0.0827868853169385,NA
"AS1842856","3.3",25.784972678,0.467,0.0994535523169375,NA
"AS1842856","3.3",25.801639344,0.4909,0.11612021831694,NA
"AS1842856","3.3",25.818306011,0.4904,0.132786885316939,NA
"AS1842856","3.3",25.83442623,0.4482,0.148907104316937,NA
"AS1842856","3.3",25.850546448,0.461,0.165027322316938,NA
"AS1842856","3.3",25.867213115,0.4546,0.181693989316937,NA
"AS1842856","3.3",25.883879781,0.4636,0.198360655316939,NA
"AS1842856","3.3",25.900546448,0.4686,0.215027322316939,NA
"AS1842856","3.3",25.917213115,0.4717,0.231693989316938,NA
"AS1842856","3.3",25.933879781,0.4747,0.24836065531694,NA
"AS1842856","3.3",25.950546448,0.4867,0.265027322316939,NA
"AS1842856","3.3",25.966666667,0.4773,0.281147541316937,NA
"AS1842856","3.3",25.983333333,0.4799,0.297814207316939,NA
"AS1842856","3.3",26,0.4684,0.314480874316938,NA
"AS1842856","3.3",26.016666667,0.4672,0.331147541316938,NA
"AS1842856","3.3",26.033333333,0.4655,0.34781420731694,NA
"AS1842856","3.3",26.05,0.4605,0.364480874316939,NA
"AS1842856","3.3",26.066666667,0.4601,0.381147541316938,NA
"AS1842856","3.3",26.082513661,0.4512,0.396994535316939,NA
"AS1842856","3.3",26.099180328,0.4536,0.413661202316938,NA
"AS1842856","3.3",26.115846995,0.4522,0.430327869316937,NA
"AS1842856","3.3",26.131967213,0.4481,0.446448087316938,NA
"AS1842856","3.3",26.14863388,0.4515,0.463114754316937,NA
"AS1842856","3.3",26.165300546,0.4542,0.479781420316939,NA
"AS1842856","3.3",26.181967213,0.4532,0.496448087316939,NA
"AS1842856","3.3",26.19863388,0.454,0.513114754316938,NA
"AS1842856","3.3",26.215300546,0.4529,0.52978142031694,NA
"AS1842856","3.3",26.231420765,0.4504,0.545901639316938,NA
"AS1842856","3.3",26.248087432,0.4527,0.562568306316937,NA
"AS1842856","3.3",26.264754098,0.4506,0.579234972316939,NA
"AS1842856","3.3",26.281420765,0.4521,0.595901639316939,NA
"AS1842856","3.3",26.297540984,0.4494,0.61202185831694,NA
"AS1842856","3.3",26.31420765,0.4491,0.628688524316939,NA
"AS1842856","3.3",26.330327869,0.4473,0.64480874331694,NA
"AS1842856","3.3",26.346994536,0.4481,0.661475410316939,NA
"AS1842856","3.3",26.363661202,0.4431,0.678142076316938,NA
"AS1842856","3.3",26.380327869,0.4438,0.694808743316937,NA
"AS1842856","3.3",26.396994536,0.4429,0.71147541031694,NA
"AS1842856","3.3",26.413114754,0.4441,0.727595628316937,NA
"AS1842856","3.3",26.429781421,0.444,0.74426229531694,NA
"AS1842856","3.3",26.446448087,0.4424,0.760928961316939,NA
"AS1842856","3.3",26.463114754,0.4473,0.777595628316938,NA
"AS1842856","3.3",26.479781421,0.4436,0.794262295316937,NA
"AS1842856","3.3",26.495901639,0.4457,0.810382513316938,NA
"AS1842856","3.3",26.512568306,0.4453,0.827049180316937,NA
"AS1842856","3.3",26.528688525,0.4442,0.843169399316938,NA
"AS1842856","3.3",26.545355191,0.4425,0.859836065316937,NA
"AS1842856","3.3",26.562021858,0.4433,0.87650273231694,NA
"AS1842856","3.3",26.818032787,0.4329,1.13251366131694,NA
"AS1842856","3.3",27.068032787,0.4267,1.38251366131694,NA
"AS1842856","3.3",27.318032787,0.4136,1.63251366131694,NA
"AS1842856","3.3",27.567486339,0.4068,1.88196721331694,NA
"AS1842856","3.3",27.816939891,0.3987,2.13142076531694,NA
"AS1842856","3.3",28.066939891,0.3913,2.38142076531694,NA
"AS1842856","3.3",28.316120219,0.3852,2.63060109331694,NA
"AS1842856","3.3",28.566120219,0.382,2.88060109331694,NA
"AS1842856","3.3",28.816120219,0.379,3.13060109331694,NA
"AS1842856","3.3",29.066120219,0.3755,3.38060109331694,NA
"AS1842856","3.3",29.31557377,0.3733,3.63005464431694,NA
"AS1842856","3.3",29.565027322,0.3727,3.87950819631694,NA
"AS1842856","3.3",29.814480874,0.3751,4.12896174831694,NA
"AS1842856","3.3",30.064480874,0.3731,4.37896174831694,NA
"AS1842856","3.3",30.314480874,0.3741,4.62896174831694,NA
"AS1842856","3.3",30.564480874,0.3735,4.87896174831694,NA
"AS1842856","3.3",30.814480874,0.3737,5.12896174831694,NA
"AS1842856","3.3",31.064480874,0.3776,5.37896174831694,NA
"AS1842856","3.3",31.314480874,0.3783,5.62896174831694,NA
"AS1842856","3.3",31.564480874,0.3787,5.87896174831694,NA
"AS1842856","3.3",31.814480874,0.3805,6.12896174831694,NA
"AS1842856","3.3",32.064480874,0.3801,6.37896174831694,NA
"AS1842856","3.3",32.314480874,0.3813,6.62896174831694,NA
"AS1842856","3.3",32.563934426,0.3832,6.87841530031694,NA
"AS1842856","3.3",32.813934426,0.3813,7.12841530031694,NA
"AS1842856","3.3",33.063387978,0.3844,7.37786885231694,NA
"AS1842856","3.3",33.31284153,0.3855,7.62732240431694,NA
"AS1842856","3.3",33.56284153,0.3867,7.87732240431694,NA
"AS1842856","3.3",33.812295082,0.3853,8.12677595631694,NA
"AS1842856","3.3",34.061748634,0.39,8.37622950831694,NA
"AS1842856","3.3",34.311748634,0.387,8.62622950831694,NA
"AS1842856","3.3",34.561748634,0.3853,8.87622950831694,NA
"AS1842856","3.3",34.811748634,0.3831,9.12622950831694,NA
"AS1842856","3.3",35.061748634,0.3833,9.37622950831694,NA
"AS1842856","3.3",35.311202186,0.3833,9.62568306031694,NA
"AS1842856","3.3",35.561202186,0.3813,9.87568306031694,NA
"AS1842856","3.3",35.811202186,0.3803,10.1256830603169,NA
"AS1842856","3.3",36.061202186,0.3742,10.3756830603169,NA
"AS1842856","3.3",36.311202186,0.3766,10.6256830603169,NA
"AS1842856","3.3",36.561202186,0.3755,10.8756830603169,NA
"AS1842856","3.3",36.810655738,0.3721,11.1251366123169,NA
"AS1842856","3.3",37.060655738,0.365,11.3751366123169,NA
"AS1842856","3.3",37.310655738,0.3622,11.6251366123169,NA
"AS1842856","3.3",37.560655738,0.3646,11.8751366123169,NA
"AS1842856","3.3",37.810655738,0.3623,12.1251366123169,NA
"AS1842856","3.3",38.060655738,0.3585,12.3751366123169,NA
"AS1842856","3.3",38.31010929,0.3596,12.6245901643169,NA
"AS1842856","3.3",38.56010929,0.3549,12.8745901643169,NA
"AS1842856","3.3",38.809562842,0.3552,13.1240437163169,NA
"AS1842856","3.3",39.059562842,0.3564,13.3740437163169,NA
"AS1842856","3.3",39.309562842,0.3514,13.6240437163169,NA
"AS1842856","3.3",39.559562842,0.3528,13.8740437163169,NA
"AS1842856","3.3",39.809562842,0.3504,14.1240437163169,NA
"AS1842856","3.3",40.059016393,0.3512,14.3734972673169,NA
"AS1842856","3.3",40.309016393,0.3491,14.6234972673169,NA
"AS1842856","3.3",40.559016393,0.3488,14.8734972673169,NA
"AS1842856","3.3",40.808469945,0.4573,15.1229508193169,NA
"AS1842856","3.3",41.058469945,0.4566,15.3729508193169,NA
"AS1842856","3.3",41.307923497,0.4559,15.6224043713169,NA
"AS1842856","3.3",41.557923497,0.4569,15.8724043713169,NA
"AS1842856","3.3",41.807377049,0.348,16.1218579233169,NA
"AS1842856","3.3",42.057377049,0.3502,16.3718579233169,NA
"AS1842856","3.3",42.306830601,0.3503,16.6213114753169,NA
"AS1842856","3.3",42.556830601,0.3519,16.8713114753169,NA
"AS1842856","3.3",42.806830601,0.3541,17.1213114753169,NA
"AS1842856","3.3",43.056284153,0.3506,17.3707650273169,NA
"AS1842856","3.3",43.305737705,0.3511,17.6202185793169,NA
"AS1842856","3.3",43.555737705,0.3565,17.8702185793169,NA
"AS1842856","3.3",43.805191257,0.3552,18.1196721313169,NA
"AS1842856","3.3",44.055191257,0.3548,18.3696721313169,NA
"AS1842856","3.3",44.305191257,0.3583,18.6196721313169,NA
"AS1842856","3.3",44.554644809,0.3566,18.8691256833169,NA
"AS1842856","3.3",44.804098361,0.36,19.1185792353169,NA
"AS1842856","3.3",45.054098361,0.3606,19.3685792353169,NA
"AS1842856","3.3",45.304098361,0.3642,19.6185792353169,NA
"AS1842856","3.3",45.553551913,0.3669,19.8680327873169,NA
"AS1842856","3.3",45.803551913,0.3686,20.1180327873169,NA
"AS1842856","3.3",46.053551913,0.3742,20.3680327873169,NA
"AS1842856","3.3",46.303551913,0.3828,20.6180327873169,NA
"AS1842856","3.3",46.553551913,0.3783,20.8680327873169,NA
"AS1842856","3.3",46.803551913,0.3825,21.1180327873169,NA
"AS1842856","3.3",47.053551913,0.3895,21.3680327873169,NA
"AS1842856","3.3",47.303551913,0.3874,21.6180327873169,NA
"AS1842856","3.3",47.553005464,0.3886,21.8674863383169,NA
"AS1842856","3.3",47.803005464,0.396,22.1174863383169,NA
"AS1842856","3.3",48.052459016,0.3982,22.3669398903169,NA
"AS1842856","3.3",48.302459016,0.4025,22.6169398903169,NA
"AS1842856","3.3",48.552459016,0.4048,22.8669398903169,NA
"AS1842856","3.3",48.802459016,0.4117,23.1169398903169,NA
"AS1842856","3.3",49.052459016,0.4177,23.3669398903169,NA
"AS1842856","3.3",49.302459016,0.424,23.6169398903169,NA
"AS1842856","3.3",49.552459016,0.4261,23.8669398903169,NA
"AS1842856","3.3",49.802459016,0.4296,24.1169398903169,NA
"AS1842856","3.3",50.052459016,0.4383,24.3669398903169,NA
"AS1842856","3.3",50.302459016,0.4387,24.6169398903169,NA
"AS1842856","3.3",50.551912568,0.4436,24.8663934423169,NA
"AS1842856","3.3",50.801639344,0.4461,25.1161202183169,NA
"AS1842856","3.3",51.051092896,0.452,25.3655737703169,NA
"AS1842856","3.3",51.301092896,0.4545,25.6155737703169,NA
"AS1842856","3.3",51.550546448,0.46,25.8650273223169,NA
"AS1842856","3.3",51.800546448,0.4645,26.1150273223169,NA
"AS1842856","3.3",52.050546448,0.4675,26.3650273223169,NA
"AS1842856","3.3",52.3,0.4727,26.6144808743169,NA
"AS1842856","3.3",52.549180328,0.4768,26.8636612023169,NA
"AS1842856","3.3",52.799180328,0.4837,27.1136612023169,NA
"AS1842856","3.3",53.04863388,0.4878,27.3631147543169,NA
"AS1842856","3.3",53.298087432,0.4925,27.6125683063169,NA
"AS1842856","3.3",53.548087432,0.4951,27.8625683063169,NA
"AS1842856","3.3",53.798087432,0.5023,28.1125683063169,NA
"AS1842856","3.3",54.048087432,0.5031,28.3625683063169,NA
"AS1842856","3.3",54.298087432,0.5084,28.6125683063169,NA
"AS1842856","3.3",54.547540984,0.5143,28.8620218583169,NA
"AS1842856","3.3",54.796994536,0.5155,29.1114754103169,NA
"AS1842856","3.3",55.046994536,0.5188,29.3614754103169,NA
"AS1842856","3.3",55.296994536,0.5285,29.6114754103169,NA
"AS1842856","3.3",55.546448087,0.5295,29.8609289613169,NA
"AS1842856","3.3",55.795901639,0.5344,30.1103825133169,NA
"AS1842856","3.3",56.045901639,0.5406,30.3603825133169,NA
"AS1842856","3.3",56.295355191,0.5438,30.6098360653169,NA
"AS1842856","3.3",56.545355191,0.5502,30.8598360653169,NA
"AS1842856","3.3",56.795355191,0.5537,31.1098360653169,NA
"AS1842856","3.3",57.044808743,0.5584,31.3592896173169,NA
"AS1842856","3.3",57.294808743,0.5647,31.6092896173169,NA
"AS1842856","3.3",57.544262295,0.5715,31.8587431693169,NA
"AS1842856","3.3",57.794262295,0.578,32.1087431693169,NA
"AS1842856","3.3",58.043715847,0.5818,32.3581967213169,NA
"AS1842856","3.3",58.293169399,0.5844,32.6076502733169,NA
"AS1842856","3.3",58.542622951,0.587,32.8571038253169,NA
"AS1842856","3.3",58.792622951,0.5926,33.1071038253169,NA
"AS1842856","3.3",59.042076503,0.5978,33.3565573773169,NA
"AS1842856","3.3",59.291530055,0.6007,33.6060109293169,NA
"AS1842856","3.3",59.540983607,0.6042,33.8554644813169,NA
"AS1842856","3.3",59.790983607,0.6092,34.1054644813169,NA
"AS1842856","3.3",60.040437158,0.6125,34.3549180323169,NA
"AS1842856","3.3",60.290437158,0.6143,34.6049180323169,NA
"AS1842856","3.3",60.53989071,0.6219,34.8543715843169,NA
"AS1842856","3.3",60.78989071,0.6247,35.1043715843169,NA
"AS1842856","3.3",61.03989071,0.6267,35.3543715843169,NA
"AS1842856","3.3",61.28989071,0.6266,35.6043715843169,NA
"AS1842856","3.3",61.539344262,0.6328,35.8538251363169,NA
"AS1842856","3.3",61.789344262,0.6338,36.1038251363169,NA
"AS1842856","3.3",62.039344262,0.635,36.3538251363169,NA
"AS1842856","3.3",62.288797814,0.6396,36.6032786883169,NA
"AS1842856","3.3",62.538797814,0.6428,36.8532786883169,NA
"AS1842856","3.3",62.788251366,0.6473,37.1027322403169,NA
"AS1842856","3.3",63.038251366,0.6513,37.3527322403169,NA
"AS1842856","3.3",63.287704918,0.6506,37.6021857923169,NA
"AS1842856","3.3",63.53715847,0.6545,37.8516393443169,NA
"AS1842856","3.3",63.78715847,0.6579,38.1016393443169,NA
"AS1842856","3.3",64.03715847,0.663,38.3516393443169,NA
"AS1842856","3.3",64.286612022,0.6695,38.6010928963169,NA
"AS1842856","3.3",64.536612022,0.6733,38.8510928963169,NA
"AS1842856","3.3",64.786612022,0.6743,39.1010928963169,NA
"AS1842856","3.3",65.036065574,0.6782,39.3505464483169,NA
"AS1842856","3.3",65.285519126,0.6857,39.6000000003169,NA
"AS1842856","3.3",65.535519126,0.6859,39.8500000003169,NA
"AS1842856","3.3",65.785519126,0.6864,40.1000000003169,NA
"AS1842856","3.3",66.035519126,0.6863,40.3500000003169,NA
"AS1842856","3.3",66.285519126,0.6906,40.6000000003169,NA
"AS1842856","3.3",66.534972678,0.6934,40.8494535523169,NA
"AS1842856","3.3",66.78442623,0.6971,41.0989071043169,NA
"AS1842856","3.3",67.033879781,0.6938,41.3483606553169,NA
"AS1842856","3.3",67.283333333,0.6995,41.5978142073169,NA
"AS1842856","3.3",67.533333333,0.704,41.8478142073169,NA
"AS1842856","3.3",67.782513661,0.7071,42.0969945353169,NA
"AS1842856","3.3",68.031967213,0.7102,42.3464480873169,NA
"AS1842856","3.3",68.281420765,0.7084,42.5959016393169,NA
"AS1842856","3.3",68.531420765,0.7082,42.8459016393169,NA
"AS1842856","3.3",68.781420765,0.7112,43.0959016393169,NA
"AS1842856","3.3",69.031420765,0.7161,43.3459016393169,NA
"AS1842856","3.3",69.280874317,0.7218,43.5953551913169,NA
"AS1842856","3.3",69.530874317,0.7212,43.8453551913169,NA
"AS1842856","3.3",69.780874317,0.7254,44.0953551913169,NA
"AS1842856","3.3",70.030874317,0.7262,44.3453551913169,NA
"AS1842856","3.3",70.280874317,0.7315,44.5953551913169,NA
"AS1842856","3.3",70.530874317,0.7269,44.8453551913169,NA
"AS1842856","3.3",70.780327869,0.7343,45.0948087433169,NA
"AS1842856","3.3",71.029781421,0.7304,45.3442622953169,NA
"AS1842856","3.3",71.279781421,0.7306,45.5942622953169,NA
"AS1842856","3.3",71.529234973,0.7304,45.8437158473169,NA
"AS1842856","3.3",71.779234973,0.7356,46.0937158473169,NA
"AS1842856","3.3",72.028688525,0.7365,46.3431693993169,NA
"AS1842856","3.3",72.278142077,0.7298,46.5926229513169,NA
"AS1842856","3.3",72.528142077,0.7306,46.8426229513169,NA
"AS1842856","3.3",72.777595628,0.7326,47.0920765023169,NA
"AS1842856","3.3",73.027595628,0.7323,47.3420765023169,NA
"AS1842856","3.3",73.277595628,0.739,47.5920765023169,NA
"AS1842856","3.3",73.527595628,0.7317,47.8420765023169,NA
"AS1842856","3.3",73.777322404,0.7364,48.0918032783169,NA
"AS1842856","3.3",74.027322404,0.7392,48.3418032783169,NA
"AS1842856","3.3",74.276775956,0.7426,48.5912568303169,NA
"AS1842856","3.3",74.526775956,0.7407,48.8412568303169,NA
"AS1842856","3.3",74.776775956,0.7495,49.0912568303169,NA
"AS1842856","3.3",75.026229508,0.7516,49.3407103823169,NA
"AS1842856","3.3",75.27568306,0.7487,49.5901639343169,NA
"AS1842856","3.3",75.525136612,0.7503,49.8396174863169,NA
"AS1842856","3.3",75.774590164,0.7486,50.0890710383169,NA
"AS1842856","3.3",76.024043716,0.7462,50.3385245903169,NA
"AS1842856","3.3",76.274043716,0.7473,50.5885245903169,NA
"AS1842856","3.3",76.524043716,0.7444,50.8385245903169,NA
