"drug","uM","time","mean","time2","sd"
"PD184352 (CI-1040)","10",9.038797814,0.1988,-16.6467213116831,0.0012
"PD184352 (CI-1040)","10",9.205464481,0.2031,-16.4800546446831,2e-04
"PD184352 (CI-1040)","10",9.372131148,0.2061,-16.3133879776831,0.0024
"PD184352 (CI-1040)","10",9.538797814,0.2112,-16.1467213116831,0.002
"PD184352 (CI-1040)","10",9.705464481,0.2147,-15.9800546446831,0.0022
"PD184352 (CI-1040)","10",9.872131148,0.2197,-15.8133879776831,0.0036
"PD184352 (CI-1040)","10",10.038797814,0.2243,-15.6467213116831,0.0013
"PD184352 (CI-1040)","10",10.205464481,0.2299,-15.4800546446831,0.002
"PD184352 (CI-1040)","10",10.372131148,0.232,-15.3133879776831,0.001
"PD184352 (CI-1040)","10",10.538797814,0.2354,-15.1467213116831,0.0063
"PD184352 (CI-1040)","10",10.705464481,0.241,-14.9800546446831,0.0029
"PD184352 (CI-1040)","10",10.872131148,0.2452,-14.8133879776831,0.0045
"PD184352 (CI-1040)","10",11.038797814,0.2498,-14.6467213116831,0.0045
"PD184352 (CI-1040)","10",11.205464481,0.2552,-14.4800546446831,0.006
"PD184352 (CI-1040)","10",11.372131148,0.2594,-14.3133879776831,0.0074
"PD184352 (CI-1040)","10",11.538797814,0.2653,-14.1467213116831,0.007
"PD184352 (CI-1040)","10",11.705464481,0.2699,-13.9800546446831,0.0065
"PD184352 (CI-1040)","10",11.872131148,0.2766,-13.8133879776831,0.0049
"PD184352 (CI-1040)","10",12.038797814,0.281,-13.6467213116831,0.0073
"PD184352 (CI-1040)","10",12.205464481,0.2855,-13.4800546446831,0.0056
"PD184352 (CI-1040)","10",12.372131148,0.2908,-13.3133879776831,0.006
"PD184352 (CI-1040)","10",12.538797814,0.2955,-13.1467213116831,0.0067
"PD184352 (CI-1040)","10",12.705464481,0.3021,-12.9800546446831,0.0079
"PD184352 (CI-1040)","10",12.872131148,0.3071,-12.8133879776831,0.008
"PD184352 (CI-1040)","10",13.038797814,0.3116,-12.6467213116831,0.0033
"PD184352 (CI-1040)","10",13.205464481,0.3172,-12.4800546446831,0.0033
"PD184352 (CI-1040)","10",13.372131148,0.3231,-12.3133879776831,0.0061
"PD184352 (CI-1040)","10",13.538797814,0.3273,-12.1467213116831,0.0057
"PD184352 (CI-1040)","10",13.705464481,0.3344,-11.9800546446831,0.0039
"PD184352 (CI-1040)","10",13.872131148,0.3407,-11.8133879776831,0.0049
"PD184352 (CI-1040)","10",14.038797814,0.3463,-11.6467213116831,0.0076
"PD184352 (CI-1040)","10",14.205464481,0.3526,-11.4800546446831,0.004
"PD184352 (CI-1040)","10",14.372131148,0.3608,-11.3133879776831,0.0037
"PD184352 (CI-1040)","10",14.538797814,0.367,-11.1467213116831,0.0034
"PD184352 (CI-1040)","10",14.705464481,0.3739,-10.9800546446831,0.0055
"PD184352 (CI-1040)","10",14.872131148,0.3797,-10.8133879776831,0.0068
"PD184352 (CI-1040)","10",15.038797814,0.3855,-10.6467213116831,0.0051
"PD184352 (CI-1040)","10",15.205464481,0.3926,-10.4800546446831,0.0069
"PD184352 (CI-1040)","10",15.372131148,0.4001,-10.3133879776831,0.0072
"PD184352 (CI-1040)","10",15.538797814,0.4102,-10.1467213116831,0.0059
"PD184352 (CI-1040)","10",15.705464481,0.4146,-9.98005464468306,0.0059
"PD184352 (CI-1040)","10",15.872131148,0.4206,-9.81338797768306,0.0095
"PD184352 (CI-1040)","10",16.038797814,0.4282,-9.64672131168306,0.0071
"PD184352 (CI-1040)","10",16.205464481,0.436,-9.48005464468306,0.0067
"PD184352 (CI-1040)","10",16.372131148,0.4416,-9.31338797768306,0.0066
"PD184352 (CI-1040)","10",16.538797814,0.4486,-9.14672131168306,0.0045
"PD184352 (CI-1040)","10",16.705464481,0.458,-8.98005464468306,0.0054
"PD184352 (CI-1040)","10",16.872131148,0.4642,-8.81338797768306,0.006
"PD184352 (CI-1040)","10",17.038797814,0.4714,-8.64672131168306,0.0066
"PD184352 (CI-1040)","10",17.205464481,0.4766,-8.48005464468306,0.0015
"PD184352 (CI-1040)","10",17.372131148,0.4811,-8.31338797768306,0.004
"PD184352 (CI-1040)","10",17.538797814,0.489,-8.14672131168306,0.0064
"PD184352 (CI-1040)","10",17.705464481,0.4939,-7.98005464468306,0.0033
"PD184352 (CI-1040)","10",17.872131148,0.4997,-7.81338797768306,0.0064
"PD184352 (CI-1040)","10",18.038797814,0.5072,-7.64672131168306,0.005
"PD184352 (CI-1040)","10",18.205464481,0.5161,-7.48005464468306,0.0033
"PD184352 (CI-1040)","10",18.372131148,0.523,-7.31338797768306,0.0086
"PD184352 (CI-1040)","10",18.538797814,0.5306,-7.14672131168306,0.0084
"PD184352 (CI-1040)","10",18.705464481,0.5359,-6.98005464468306,0.0051
"PD184352 (CI-1040)","10",18.872131148,0.5449,-6.81338797768306,0.006
"PD184352 (CI-1040)","10",19.038797814,0.5518,-6.64672131168306,0.01
"PD184352 (CI-1040)","10",19.205464481,0.5591,-6.48005464468306,0.0013
"PD184352 (CI-1040)","10",19.372131148,0.5668,-6.31338797768306,0.0021
"PD184352 (CI-1040)","10",19.538797814,0.5762,-6.14672131168306,3e-04
"PD184352 (CI-1040)","10",19.705464481,0.5871,-5.98005464468306,0.0025
"PD184352 (CI-1040)","10",19.872131148,0.5958,-5.81338797768306,0.0026
"PD184352 (CI-1040)","10",20.038797814,0.6028,-5.64672131168306,0.0016
"PD184352 (CI-1040)","10",20.205464481,0.6139,-5.48005464468306,0.0069
"PD184352 (CI-1040)","10",20.372131148,0.6252,-5.31338797768306,0.0043
"PD184352 (CI-1040)","10",20.538797814,0.6357,-5.14672131168306,0.0035
"PD184352 (CI-1040)","10",20.705464481,0.6439,-4.98005464468306,0.0071
"PD184352 (CI-1040)","10",20.872131148,0.653,-4.81338797768306,0.0025
"PD184352 (CI-1040)","10",21.038797814,0.6634,-4.64672131168306,0.0035
"PD184352 (CI-1040)","10",21.205464481,0.6731,-4.48005464468306,0.0042
"PD184352 (CI-1040)","10",21.372131148,0.6822,-4.31338797768306,0.0056
"PD184352 (CI-1040)","10",21.538797814,0.6918,-4.14672131168306,0.0037
"PD184352 (CI-1040)","10",21.705464481,0.7049,-3.98005464468306,0.0084
"PD184352 (CI-1040)","10",21.872131148,0.7129,-3.81338797768306,0.0099
"PD184352 (CI-1040)","10",22.038797814,0.7223,-3.64672131168306,0.0031
"PD184352 (CI-1040)","10",22.205464481,0.7337,-3.48005464468306,0.0103
"PD184352 (CI-1040)","10",22.372131148,0.7473,-3.31338797768306,0.0127
"PD184352 (CI-1040)","10",22.538797814,0.7544,-3.14672131168306,0.0129
"PD184352 (CI-1040)","10",22.705464481,0.7703,-2.98005464468306,0.0203
"PD184352 (CI-1040)","10",22.872404372,0.782,-2.81311475368306,0.0201
"PD184352 (CI-1040)","10",23.039071038,0.7912,-2.64644808768306,0.02
"PD184352 (CI-1040)","10",23.205737705,0.8004,-2.47978142068306,0.0167
"PD184352 (CI-1040)","10",23.372404372,0.8161,-2.31311475368306,0.0145
"PD184352 (CI-1040)","10",23.539071038,0.8278,-2.14644808768306,0.0126
"PD184352 (CI-1040)","10",23.705737705,0.8445,-1.97978142068306,0.0152
"PD184352 (CI-1040)","10",23.872404372,0.8545,-1.81311475368306,0.0134
"PD184352 (CI-1040)","10",24.039071038,0.8659,-1.64644808768306,0.0152
"PD184352 (CI-1040)","10",24.205737705,0.8779,-1.47978142068306,0.013
"PD184352 (CI-1040)","10",24.372404372,0.8924,-1.31311475368306,0.0158
"PD184352 (CI-1040)","10",24.539071038,0.9031,-1.14644808768306,0.0152
"PD184352 (CI-1040)","10",24.705737705,0.9192,-0.979781420683061,0.0103
"PD184352 (CI-1040)","10",24.872404372,0.9296,-0.813114753683063,0.013
"PD184352 (CI-1040)","10",25.039071038,0.9433,-0.646448087683062,0.0063
"PD184352 (CI-1040)","10",25.203278689,0.9552,-0.48224043668306,0.0049
"PD184352 (CI-1040)","10",25.369945355,0.9645,-0.315573770683063,0.0068
"PD184352 (CI-1040)","10",25.56147541,0.9267,-0.124043715683062,0.0302
"PD184352 (CI-1040)","10",25.571311475,0.9467,-0.11420765068306,0.0297
"PD184352 (CI-1040)","10",25.587978142,0.9681,-0.0975409836830607,0.0278
"PD184352 (CI-1040)","10",25.60273224,1.0048,-0.0827868856830598,0.0655
"PD184352 (CI-1040)","10",25.619398907,1.008,-0.0661202186830607,0.0569
"PD184352 (CI-1040)","10",25.636065574,1.0103,-0.0494535516830616,0.0529
"PD184352 (CI-1040)","10",25.65273224,1.0114,-0.0327868856830626,0.049
"PD184352 (CI-1040)","10",25.669398907,1.0069,-0.01612021868306,0.0424
"PD184352 (CI-1040)","10",25.685519126,1.0106,3.16937587285793e-10,0.0437
"PD184352 (CI-1040)","10",25.701639344,1.0116,0.0161202183169387,0.0445
"PD184352 (CI-1040)","10",25.718306011,1.0073,0.0327868853169377,0.0395
"PD184352 (CI-1040)","10",25.734972678,1.0047,0.0494535523169368,0.0353
"PD184352 (CI-1040)","10",25.751639344,0.9997,0.0661202183169394,0.0327
"PD184352 (CI-1040)","10",25.768306011,1.0004,0.0827868853169385,0.033
"PD184352 (CI-1040)","10",25.784972678,0.9971,0.0994535523169375,0.0318
"PD184352 (CI-1040)","10",25.801639344,0.9902,0.11612021831694,0.0317
"PD184352 (CI-1040)","10",25.818306011,0.9874,0.132786885316939,0.028
"PD184352 (CI-1040)","10",25.83442623,0.984,0.148907104316937,0.0247
"PD184352 (CI-1040)","10",25.850546448,0.9834,0.165027322316938,0.0286
"PD184352 (CI-1040)","10",25.867213115,0.9835,0.181693989316937,0.0283
"PD184352 (CI-1040)","10",25.883879781,0.9798,0.198360655316939,0.0246
"PD184352 (CI-1040)","10",25.900546448,0.9771,0.215027322316939,0.0266
"PD184352 (CI-1040)","10",25.917213115,0.9742,0.231693989316938,0.023
"PD184352 (CI-1040)","10",25.933879781,0.9711,0.24836065531694,0.0247
"PD184352 (CI-1040)","10",25.950546448,0.9679,0.265027322316939,0.0229
"PD184352 (CI-1040)","10",25.966666667,0.9651,0.281147541316937,0.0168
"PD184352 (CI-1040)","10",25.983333333,0.9624,0.297814207316939,0.0173
"PD184352 (CI-1040)","10",26,0.9595,0.314480874316938,0.0148
"PD184352 (CI-1040)","10",26.016666667,0.9573,0.331147541316938,0.0122
"PD184352 (CI-1040)","10",26.033333333,0.953,0.34781420731694,0.0138
"PD184352 (CI-1040)","10",26.05,0.9503,0.364480874316939,0.0149
"PD184352 (CI-1040)","10",26.066666667,0.9512,0.381147541316938,0.0125
"PD184352 (CI-1040)","10",26.082513661,0.9454,0.396994535316939,0.0087
"PD184352 (CI-1040)","10",26.099180328,0.9428,0.413661202316938,0.0074
"PD184352 (CI-1040)","10",26.115846995,0.9403,0.430327869316937,0.0094
"PD184352 (CI-1040)","10",26.131967213,0.9381,0.446448087316938,0.008
"PD184352 (CI-1040)","10",26.14863388,0.9338,0.463114754316937,0.0097
"PD184352 (CI-1040)","10",26.165300546,0.9301,0.479781420316939,0.0087
"PD184352 (CI-1040)","10",26.181967213,0.9303,0.496448087316939,0.0069
"PD184352 (CI-1040)","10",26.19863388,0.9302,0.513114754316938,0.0087
"PD184352 (CI-1040)","10",26.215300546,0.9273,0.52978142031694,0.0024
"PD184352 (CI-1040)","10",26.231420765,0.9258,0.545901639316938,0.0085
"PD184352 (CI-1040)","10",26.248087432,0.9251,0.562568306316937,0.0035
"PD184352 (CI-1040)","10",26.264754098,0.9245,0.579234972316939,0.0062
"PD184352 (CI-1040)","10",26.281420765,0.9216,0.595901639316939,0.0045
"PD184352 (CI-1040)","10",26.297540984,0.9204,0.61202185831694,0.0068
"PD184352 (CI-1040)","10",26.31420765,0.9199,0.628688524316939,0.0077
"PD184352 (CI-1040)","10",26.330327869,0.9205,0.64480874331694,0.0039
"PD184352 (CI-1040)","10",26.346994536,0.9195,0.661475410316939,0.0074
"PD184352 (CI-1040)","10",26.363661202,0.9192,0.678142076316938,0.0039
"PD184352 (CI-1040)","10",26.380327869,0.9197,0.694808743316937,0.0055
"PD184352 (CI-1040)","10",26.396994536,0.9197,0.71147541031694,0.0083
"PD184352 (CI-1040)","10",26.413114754,0.9163,0.727595628316937,0.0087
"PD184352 (CI-1040)","10",26.429781421,0.9166,0.74426229531694,0.0103
"PD184352 (CI-1040)","10",26.446448087,0.9171,0.760928961316939,0.0095
"PD184352 (CI-1040)","10",26.463114754,0.9181,0.777595628316938,0.0095
"PD184352 (CI-1040)","10",26.479781421,0.9176,0.794262295316937,0.0097
"PD184352 (CI-1040)","10",26.495901639,0.9161,0.810382513316938,0.0069
"PD184352 (CI-1040)","10",26.512568306,0.9162,0.827049180316937,0.0111
"PD184352 (CI-1040)","10",26.528688525,0.9161,0.843169399316938,0.0106
"PD184352 (CI-1040)","10",26.545355191,0.9152,0.859836065316937,0.0172
"PD184352 (CI-1040)","10",26.562021858,0.9149,0.87650273231694,0.0153
"PD184352 (CI-1040)","10",26.818032787,0.9182,1.13251366131694,0.0094
"PD184352 (CI-1040)","10",27.068032787,0.9294,1.38251366131694,0.0141
"PD184352 (CI-1040)","10",27.318032787,0.9401,1.63251366131694,0.015
"PD184352 (CI-1040)","10",27.567486339,0.9595,1.88196721331694,0.0145
"PD184352 (CI-1040)","10",27.816939891,0.9814,2.13142076531694,0.0184
"PD184352 (CI-1040)","10",28.066939891,1.007,2.38142076531694,0.0204
"PD184352 (CI-1040)","10",28.316120219,1.0302,2.63060109331694,0.0191
"PD184352 (CI-1040)","10",28.566120219,1.0608,2.88060109331694,0.0216
"PD184352 (CI-1040)","10",28.816120219,1.0964,3.13060109331694,0.0178
"PD184352 (CI-1040)","10",29.066120219,1.1278,3.38060109331694,0.013
"PD184352 (CI-1040)","10",29.31557377,1.1639,3.63005464431694,0.0128
"PD184352 (CI-1040)","10",29.565027322,1.1936,3.87950819631694,0.0109
"PD184352 (CI-1040)","10",29.814480874,1.2272,4.12896174831694,0.0089
"PD184352 (CI-1040)","10",30.064480874,1.2643,4.37896174831694,0.0128
"PD184352 (CI-1040)","10",30.314480874,1.3029,4.62896174831694,0.014
"PD184352 (CI-1040)","10",30.564480874,1.3421,4.87896174831694,0.014
"PD184352 (CI-1040)","10",30.814480874,1.3833,5.12896174831694,0.0188
"PD184352 (CI-1040)","10",31.064480874,1.4233,5.37896174831694,0.0238
"PD184352 (CI-1040)","10",31.314480874,1.4645,5.62896174831694,0.0201
"PD184352 (CI-1040)","10",31.564480874,1.5115,5.87896174831694,0.0144
"PD184352 (CI-1040)","10",31.814480874,1.5571,6.12896174831694,0.0171
"PD184352 (CI-1040)","10",32.064480874,1.6059,6.37896174831694,0.0179
"PD184352 (CI-1040)","10",32.314480874,1.6586,6.62896174831694,0.0135
"PD184352 (CI-1040)","10",32.563934426,1.6977,6.87841530031694,0.0034
"PD184352 (CI-1040)","10",32.813934426,1.7546,7.12841530031694,0.0152
"PD184352 (CI-1040)","10",33.063387978,1.8025,7.37786885231694,0.0131
"PD184352 (CI-1040)","10",33.31284153,1.8617,7.62732240431694,0.0129
"PD184352 (CI-1040)","10",33.56284153,1.9116,7.87732240431694,0.0023
"PD184352 (CI-1040)","10",33.812295082,1.9659,8.12677595631694,3e-04
"PD184352 (CI-1040)","10",34.061748634,2.0259,8.37622950831694,0.0076
"PD184352 (CI-1040)","10",34.311748634,2.0868,8.62622950831694,0.0211
"PD184352 (CI-1040)","10",34.561748634,2.1415,8.87622950831694,0.0203
"PD184352 (CI-1040)","10",34.811748634,2.1983,9.12622950831694,0.0243
"PD184352 (CI-1040)","10",35.061748634,2.2595,9.37622950831694,0.0195
"PD184352 (CI-1040)","10",35.311202186,2.3159,9.62568306031694,0.0302
"PD184352 (CI-1040)","10",35.561202186,2.3747,9.87568306031694,0.0354
"PD184352 (CI-1040)","10",35.811202186,2.4403,10.1256830603169,0.0357
"PD184352 (CI-1040)","10",36.061202186,2.4977,10.3756830603169,0.0407
"PD184352 (CI-1040)","10",36.311202186,2.5618,10.6256830603169,0.0535
"PD184352 (CI-1040)","10",36.561202186,2.6285,10.8756830603169,0.0523
"PD184352 (CI-1040)","10",36.810655738,2.6871,11.1251366123169,0.0512
"PD184352 (CI-1040)","10",37.060655738,2.753,11.3751366123169,0.0518
"PD184352 (CI-1040)","10",37.310655738,2.8094,11.6251366123169,0.0638
"PD184352 (CI-1040)","10",37.560655738,2.8609,11.8751366123169,0.0562
"PD184352 (CI-1040)","10",37.810655738,2.9336,12.1251366123169,0.051
"PD184352 (CI-1040)","10",38.060655738,2.9912,12.3751366123169,0.0517
"PD184352 (CI-1040)","10",38.31010929,3.0537,12.6245901643169,0.0544
"PD184352 (CI-1040)","10",38.56010929,3.1077,12.8745901643169,0.0717
"PD184352 (CI-1040)","10",38.809562842,3.1741,13.1240437163169,0.0912
"PD184352 (CI-1040)","10",39.059562842,3.2296,13.3740437163169,0.0995
"PD184352 (CI-1040)","10",39.309562842,3.2971,13.6240437163169,0.1053
"PD184352 (CI-1040)","10",39.559562842,3.3546,13.8740437163169,0.0959
"PD184352 (CI-1040)","10",39.809562842,3.4143,14.1240437163169,0.0817
"PD184352 (CI-1040)","10",40.059016393,3.4826,14.3734972673169,0.0892
"PD184352 (CI-1040)","10",40.309016393,3.545,14.6234972673169,0.0808
"PD184352 (CI-1040)","10",40.559016393,3.6078,14.8734972673169,0.0752
"PD184352 (CI-1040)","10",40.808469945,3.6711,15.1229508193169,0.0753
"PD184352 (CI-1040)","10",41.058469945,3.428,15.3729508193169,0.0229
"PD184352 (CI-1040)","10",41.307923497,3.4803,15.6224043713169,0.0147
"PD184352 (CI-1040)","10",41.557923497,3.8413,15.8724043713169,0.0551
"PD184352 (CI-1040)","10",41.807377049,3.8991,16.1218579233169,0.0426
"PD184352 (CI-1040)","10",42.057377049,3.9567,16.3718579233169,0.0379
"PD184352 (CI-1040)","10",42.306830601,4.0135,16.6213114753169,0.0186
"PD184352 (CI-1040)","10",42.556830601,4.0809,16.8713114753169,0.0329
"PD184352 (CI-1040)","10",42.806830601,4.1336,17.1213114753169,0.0398
"PD184352 (CI-1040)","10",43.056284153,4.2058,17.3707650273169,0.0437
"PD184352 (CI-1040)","10",43.305737705,4.2631,17.6202185793169,0.0469
"PD184352 (CI-1040)","10",43.555737705,4.3219,17.8702185793169,0.0355
"PD184352 (CI-1040)","10",43.805191257,4.3787,18.1196721313169,0.0362
"PD184352 (CI-1040)","10",44.055191257,4.4379,18.3696721313169,0.0279
"PD184352 (CI-1040)","10",44.305191257,4.5006,18.6196721313169,0.0226
"PD184352 (CI-1040)","10",44.554644809,4.555,18.8691256833169,0.0176
"PD184352 (CI-1040)","10",44.804098361,4.615,19.1185792353169,0.0159
"PD184352 (CI-1040)","10",45.054098361,4.6789,19.3685792353169,0.0194
"PD184352 (CI-1040)","10",45.304098361,4.7433,19.6185792353169,0.0346
"PD184352 (CI-1040)","10",45.553551913,4.7996,19.8680327873169,0.0405
"PD184352 (CI-1040)","10",45.803551913,4.8656,20.1180327873169,0.021
"PD184352 (CI-1040)","10",46.053551913,4.9158,20.3680327873169,0.0314
"PD184352 (CI-1040)","10",46.303551913,4.9873,20.6180327873169,0.0193
"PD184352 (CI-1040)","10",46.553551913,5.0392,20.8680327873169,0.0205
"PD184352 (CI-1040)","10",46.803551913,5.0964,21.1180327873169,0.0206
"PD184352 (CI-1040)","10",47.053551913,5.157,21.3680327873169,0.0094
"PD184352 (CI-1040)","10",47.303551913,5.2056,21.6180327873169,0.0033
"PD184352 (CI-1040)","10",47.553005464,5.2725,21.8674863383169,0.0026
"PD184352 (CI-1040)","10",47.803005464,5.3238,22.1174863383169,0.0122
"PD184352 (CI-1040)","10",48.052459016,5.3781,22.3669398903169,0.0107
"PD184352 (CI-1040)","10",48.302459016,5.4352,22.6169398903169,0.0191
"PD184352 (CI-1040)","10",48.552459016,5.4911,22.8669398903169,0.0197
"PD184352 (CI-1040)","10",48.802459016,5.5368,23.1169398903169,0.0256
"PD184352 (CI-1040)","10",49.052459016,5.5983,23.3669398903169,0.0164
"PD184352 (CI-1040)","10",49.302459016,5.6606,23.6169398903169,0.0153
"PD184352 (CI-1040)","10",49.552459016,5.6931,23.8669398903169,0.0124
"PD184352 (CI-1040)","10",49.802459016,5.7364,24.1169398903169,0.0202
"PD184352 (CI-1040)","10",50.052459016,5.7961,24.3669398903169,0.032
"PD184352 (CI-1040)","10",50.302459016,5.8282,24.6169398903169,0.0334
"PD184352 (CI-1040)","10",50.551912568,5.8654,24.8663934423169,0.0283
"PD184352 (CI-1040)","10",50.801639344,5.9272,25.1161202183169,0.0433
"PD184352 (CI-1040)","10",51.051092896,5.9628,25.3655737703169,0.0399
"PD184352 (CI-1040)","10",51.301092896,6.0053,25.6155737703169,0.0389
"PD184352 (CI-1040)","10",51.550546448,6.0544,25.8650273223169,0.0476
"PD184352 (CI-1040)","10",51.800546448,6.0738,26.1150273223169,0.0471
"PD184352 (CI-1040)","10",52.050546448,6.1228,26.3650273223169,0.0519
"PD184352 (CI-1040)","10",52.3,6.1546,26.6144808743169,0.0493
"PD184352 (CI-1040)","10",52.549180328,6.1931,26.8636612023169,0.0544
"PD184352 (CI-1040)","10",52.799180328,6.2241,27.1136612023169,0.0562
"PD184352 (CI-1040)","10",53.04863388,6.2593,27.3631147543169,0.0615
"PD184352 (CI-1040)","10",53.298087432,6.2815,27.6125683063169,0.0667
"PD184352 (CI-1040)","10",53.548087432,6.3088,27.8625683063169,0.0656
"PD184352 (CI-1040)","10",53.798087432,6.3409,28.1125683063169,0.0649
"PD184352 (CI-1040)","10",54.048087432,6.3626,28.3625683063169,0.085
"PD184352 (CI-1040)","10",54.298087432,6.3791,28.6125683063169,0.0826
"PD184352 (CI-1040)","10",54.547540984,6.4155,28.8620218583169,0.0896
"PD184352 (CI-1040)","10",54.796994536,6.4429,29.1114754103169,0.0916
"PD184352 (CI-1040)","10",55.046994536,6.4715,29.3614754103169,0.0951
"PD184352 (CI-1040)","10",55.296994536,6.4792,29.6114754103169,0.0976
"PD184352 (CI-1040)","10",55.546448087,6.5117,29.8609289613169,0.086
"PD184352 (CI-1040)","10",55.795901639,6.5346,30.1103825133169,0.0886
"PD184352 (CI-1040)","10",56.045901639,6.5612,30.3603825133169,0.0876
"PD184352 (CI-1040)","10",56.295355191,6.5801,30.6098360653169,0.0941
"PD184352 (CI-1040)","10",56.545355191,6.6015,30.8598360653169,0.0906
"PD184352 (CI-1040)","10",56.795355191,6.6202,31.1098360653169,0.0919
"PD184352 (CI-1040)","10",57.044808743,6.6462,31.3592896173169,0.0947
"PD184352 (CI-1040)","10",57.294808743,6.6576,31.6092896173169,0.1033
"PD184352 (CI-1040)","10",57.544262295,6.6687,31.8587431693169,0.1099
"PD184352 (CI-1040)","10",57.794262295,6.6849,32.1087431693169,0.1137
"PD184352 (CI-1040)","10",58.043715847,6.716,32.3581967213169,0.1348
"PD184352 (CI-1040)","10",58.293169399,6.7368,32.6076502733169,0.1259
"PD184352 (CI-1040)","10",58.542622951,6.7585,32.8571038253169,0.1286
"PD184352 (CI-1040)","10",58.792622951,6.7742,33.1071038253169,0.1272
"PD184352 (CI-1040)","10",59.042076503,6.7817,33.3565573773169,0.1429
"PD184352 (CI-1040)","10",59.291530055,6.7922,33.6060109293169,0.132
"PD184352 (CI-1040)","10",59.540983607,6.7959,33.8554644813169,0.1277
"PD184352 (CI-1040)","10",59.790983607,6.8151,34.1054644813169,0.1388
"PD184352 (CI-1040)","10",60.040437158,6.8203,34.3549180323169,0.1514
"PD184352 (CI-1040)","10",60.290437158,6.8402,34.6049180323169,0.1442
"PD184352 (CI-1040)","10",60.53989071,6.8508,34.8543715843169,0.1458
"PD184352 (CI-1040)","10",60.78989071,6.8678,35.1043715843169,0.1494
"PD184352 (CI-1040)","10",61.03989071,6.8816,35.3543715843169,0.1727
"PD184352 (CI-1040)","10",61.28989071,6.8863,35.6043715843169,0.1625
"PD184352 (CI-1040)","10",61.539344262,6.8992,35.8538251363169,0.162
"PD184352 (CI-1040)","10",61.789344262,6.8977,36.1038251363169,0.1732
"PD184352 (CI-1040)","10",62.039344262,6.9173,36.3538251363169,0.1729
"PD184352 (CI-1040)","10",62.288797814,6.9307,36.6032786883169,0.1731
"PD184352 (CI-1040)","10",62.538797814,6.9255,36.8532786883169,0.1924
"PD184352 (CI-1040)","10",62.788251366,6.9346,37.1027322403169,0.1707
"PD184352 (CI-1040)","10",63.038251366,6.9624,37.3527322403169,0.181
"PD184352 (CI-1040)","10",63.287704918,6.9546,37.6021857923169,0.197
"PD184352 (CI-1040)","10",63.53715847,6.9622,37.8516393443169,0.2034
"PD184352 (CI-1040)","10",63.78715847,6.9637,38.1016393443169,0.1879
"PD184352 (CI-1040)","10",64.03715847,6.975,38.3516393443169,0.1885
"PD184352 (CI-1040)","10",64.286612022,6.9841,38.6010928963169,0.1859
"PD184352 (CI-1040)","10",64.536612022,6.9868,38.8510928963169,0.1839
"PD184352 (CI-1040)","10",64.786612022,6.985,39.1010928963169,0.187
"PD184352 (CI-1040)","10",65.036065574,6.9947,39.3505464483169,0.1971
"PD184352 (CI-1040)","10",65.285519126,7.0089,39.6000000003169,0.1888
"PD184352 (CI-1040)","10",65.535519126,7.0187,39.8500000003169,0.1866
"PD184352 (CI-1040)","10",65.785519126,7.0243,40.1000000003169,0.198
"PD184352 (CI-1040)","10",66.035519126,7.021,40.3500000003169,0.1719
"PD184352 (CI-1040)","10",66.285519126,7.0242,40.6000000003169,0.2084
"PD184352 (CI-1040)","10",66.534972678,7.0409,40.8494535523169,0.2005
"PD184352 (CI-1040)","10",66.78442623,7.0427,41.0989071043169,0.1901
"PD184352 (CI-1040)","10",67.033879781,7.0402,41.3483606553169,0.1926
"PD184352 (CI-1040)","10",67.283333333,7.0355,41.5978142073169,0.2067
"PD184352 (CI-1040)","10",67.533333333,7.0379,41.8478142073169,0.208
"PD184352 (CI-1040)","10",67.782513661,7.0356,42.0969945353169,0.1811
"PD184352 (CI-1040)","10",68.031967213,7.0327,42.3464480873169,0.1873
"PD184352 (CI-1040)","10",68.281420765,7.0476,42.5959016393169,0.1875
"PD184352 (CI-1040)","10",68.531420765,7.0413,42.8459016393169,0.2068
"PD184352 (CI-1040)","10",68.781420765,7.0366,43.0959016393169,0.1965
"PD184352 (CI-1040)","10",69.031420765,7.0357,43.3459016393169,0.2105
"PD184352 (CI-1040)","10",69.280874317,7.0382,43.5953551913169,0.2274
"PD184352 (CI-1040)","10",69.530874317,7.0372,43.8453551913169,0.22
"PD184352 (CI-1040)","10",69.780874317,7.0458,44.0953551913169,0.2087
"PD184352 (CI-1040)","10",70.030874317,7.0539,44.3453551913169,0.2363
"PD184352 (CI-1040)","10",70.280874317,7.0519,44.5953551913169,0.2152
"PD184352 (CI-1040)","10",70.530874317,7.053,44.8453551913169,0.2032
"PD184352 (CI-1040)","10",70.780327869,7.0583,45.0948087433169,0.2085
"PD184352 (CI-1040)","10",71.029781421,7.054,45.3442622953169,0.2203
"PD184352 (CI-1040)","10",71.279781421,7.0473,45.5942622953169,0.2219
"PD184352 (CI-1040)","10",71.529234973,7.0317,45.8437158473169,0.1965
"PD184352 (CI-1040)","10",71.779234973,7.0489,46.0937158473169,0.215
"PD184352 (CI-1040)","10",72.028688525,7.0445,46.3431693993169,0.2075
"PD184352 (CI-1040)","10",72.278142077,7.0509,46.5926229513169,0.2169
"PD184352 (CI-1040)","10",72.528142077,7.036,46.8426229513169,0.2198
"PD184352 (CI-1040)","10",72.777595628,7.0372,47.0920765023169,0.2165
"PD184352 (CI-1040)","10",73.027595628,7.0415,47.3420765023169,0.2102
"PD184352 (CI-1040)","10",73.277595628,7.0374,47.5920765023169,0.2205
